104534, 37、澳博控股有限公司(澳门)2018.9.28以违规提现封号38、Visa跑路39、西欧街联盟9月23提现困难40、富豪币是国外传销组织，在中国发展很猖狂，往国人远离，希望公安部门勇于查！41、集美百家现改名为星光文化，有五个月没有出金了,涉嫌传销,富豪币
206081,普华永道创办人之一容永道逝世 曾参与基本法起草*ST海龙（000677）子公司被诉破产还债,不能履职,普华永道
211037,尚德电力三董事辞职 无锡方面掌破产重组主导权*ST西轴(000595)拟撤销股票交易退市风险警示银龙股份:中标京雄城际铁路预应力材料 金额未达披露标准,信批违规,银龙股份
212475,嘉实基金:邵健目前工作一切正常 没有辞职打算途牛高速扩张暴露管理隐患:供应商监的弊病频现丰原药业(000153)并购重组遭否,重组失败,丰原药业
103082, 2011年5月至案发，周辉通过中宝投资网络平台累计向全国1586名不特定对象非法集资共计10.3亿余元，除支付本金及收益回报6.91亿余元外，尚有3.56亿余元无法归还,涉嫌非法集资,中宝投资
212191,广州发展(600098)称子公司多名高管被抓报道不实科莱电子(870528)副总经理吴长伟辞职 由董事长谢炳崇暂代其职,不能履职,广州发展
203747,广聚能源(000096)董事长被捕后遭免职微软小娜负责人将离职:消息称其离职时间很可能是在12月商业城主业不振业绩预亏 此前靠出售盛京银行股权保壳,不能履职,广聚能源
202237,阳泉煤业(600348)前三季净利按年降44% 减值损失大增合康变频(300048)控股股东披露减持计划,业绩下滑,阳泉煤业
102753, 新华社南京７月２７日消息，记者从南京市公安局了解到，２７日，南京市公安局江北新区分局依法对““钱宝系““企业实际控制人张小雷以涉嫌集资诈骗罪移送检察机关审查起诉,涉嫌非法集资,钱宝系
201130,比亚迪(002594)创始人减持套现2.33亿元  称未来或增持太极集团(600129)与桐君阁(000591)重组整合再度搁浅,重组失败,太极集团
104717, [[+_+]][[+_+]]2019年1月1日，天津市公安机关对权健自然医学科技发展有限公司涉嫌组织、领导传销活动罪和虚假广告罪立案侦查,涉嫌欺诈,权健自然医学科技发展有限公司
212596,天洋系初解沱牌舍得(600702)困局 全年营收目标完成不足一半凡客诚品涉嫌抄袭产品下架 难消美方投诉隐忧,业绩下滑,沱牌舍得
102692, 而根据宁波当地媒体报道，通银财富涉非法吸收公众存款7000多万元,涉嫌非法集资,通银财富
208472,中投证券做市交易违规 遭股转自律监管柳州医药(603368)股东拟减持不超过822.51万股,交易违规,中投证券
203472,嘉泰智能股东减持100万股旗下营收占比40%的兄弟维生素停产 兄弟科技未予信披,信批违规,兄弟维生素
210350,方正人事地震 魏新等三驾马车协助调查宏福孵化(838756)实际控制人减持50万股,不能履职,方正
207708,新研股份大股东签署股份转让框架协议 实控人或变更西藏药业(600211)大股东首战取胜 又提议罢免监事,实控人股东变更,新研股份
202516,中联重科(000157)第二大股东佳卓集团减持套现5.51亿元苏泊尔(002032)再曝问题锅 非正常工作时保护装置不达标标普:下调爱尔兰主权评级展望至稳定 此前为正面,评级调整,爱尔兰
208843,高通前高管汪静因内幕交易在美获刑一年半*ST凤凰(000520):12月27日后或进入暂停上市阶段,交易违规,高通
205208,公安机关对380余个网贷平台立案侦查 查扣冻结涉案资产约百亿元正业科技(300410)股东披露减持计划,资金账户风险,公安机关
210703,亚太实业得知大股东要破产清算 想去打听对方却失联大公下调古纤道新材料评级苹果被诉侵犯专利 需支付2360万美元使用费,评级调整,古纤道新材料
206588,中环股份(002129)业绩下滑近100% 未来现金流压力仍紧张泰格医药(300347)跌停遭多机构卖出 四机构逢低吸筹,业绩下滑,中环股份
205844,鼎泰新材(002352)第三大股东减持50万股芭田股份(002170)高管违规买卖股票,交易违规,芭田股份
202213,韩建河山(603616):股价异常波动 无应披露未披露事项酒鬼酒(000799)再陷塑化剂风波 副总经理称检测“落井下石”,信批违规,韩建河山
209633,青海明胶(000606)遭股东减持约420万股SAC前交易员被判内幕交易罪 曾当庭晕倒成飞集成(002190) 两大股东合计减持超1500万股,交易违规,SAC
204322,科大讯飞:不存在“造假”情形 不存在侵犯他人知识产权行为新疆交建连续6日涨停 称不存在未披露的重大事项,信批违规,新疆交建
201542,山钢重组日钢生变 杜双华或拿200多亿现金走人神农基因(300189)董事违规减持股份32万股,重组失败,山钢
211641,方正集团三高管协助调查 北大副校长要求“维稳”*ST百特造假惊动外交部 如今拒不承担股民赔偿,不能履职,方正集团
210691,晚间公告:上港集团(600018)净利66.8亿 方正证券(601901)17亿已冻结百大集团:拟清仓减持2520万股杭州银行,资金账户风险,上港集团
103800, 三三宝利来等平台案件新进展：47人被起诉范冰冰曾代言其关联企业发布时间：2019-01-2414:17:47阅读次数：?1681月23日，杭州市公安局萧山区分局发布“三三宝利来”、“三三易通商城”等平台涉嫌集资诈骗、非法吸收公众存款案案情通报,涉嫌违法,三三宝利来
207752,弘信科技副总经理甘霖辞职莱宝高科(002106)重组终告失败 投资者450个疑问待解,重组失败,莱宝高科
202913,百川环能调整上市计划 终止上市辅导监管部门调查泛鑫保险高管跑路 陈怡已不是总经理,不能履职,泛鑫保险
103255, ”“有人认为源大公司和苏银霞、于西明是因为无法从银行获得贷款，无奈之下才非法吸储，这不是事实,涉嫌非法集资,源大公司
202351,酒鬼酒(000799)二股东减持320万股匹凸匹(600696)实控人涉嫌虚假陈述遭两起诉讼五粮液(000858)回应贴牌酒质量不合格 2000年已经停产,信批违规,匹凸匹
213104,省工商局与阿里巴巴签署联合打假合作协议被一元“卖壳”的金一文化终止收购 实控人变更后董事会大换血美国全球最大磷肥商美盛涉废水污染事件,实控人股东变更,金一文化
210583,评级追踪：鹏元下调新查庄矿业评级硕贝德(300322)两副总吴荻与李育章同日辞职,评级调整,新查庄矿业
211831,天喻信息(300205)预计2014年度业绩下滑3成股权出售难圆友邦保险合资梦,业绩下滑,天喻信息
208827,新易盛:股东刘冠军拟减持公司股份不超2.84%华新水泥(600801)被实名举报年报造假方正集团4名高管协助调查,不能履职,方正集团
209240,比利时评级遭下调 周五道指收跌0.23%三爱富(600636)董事长金健辞职 任职不到半年,评级调整,比利时
212485,兖州煤业(600188)因未披露交易异常今起停牌因工作变动 沈阳机床(000410)副总裁赵彪辞职,信批违规,兖州煤业
202780,易世达(300125)股东唐金泉减持305万股信达证券:亚盛集团(600108) 业绩下滑不改成长预期,业绩下滑,信达证券
210487,时空客(831335)尚未披露中报 券商提示摘牌风险哈投股份(600864)出售4200万股方正证券对外财务资助和担保未及时披露 中集集团(000039)领深交所监管函,信批违规,中集集团
209571,管理费用及资产减值增加 大同煤业(601001)净利下滑16.48%康杰股份(839249)实际控制人吴文杰减持44万股,业绩下滑,大同煤业
211233,瑞银集团:最新欧元和英镑短线交易策略建仓期没结束 诺安明星基金经理就离职了,交易违规,瑞银集团
211295,海南海药(000566)否认人工耳蜗造假 2013年业绩预增二到五成*ST东凌:控股股东拟转让部分股份 公司控制权或将变更,实控人股东变更,*ST东凌
211689,新退市制度实施以来首例 *ST博元(600656)因重大信披违法被终止上市珠海中富(000659)巨亏之后雪上加霜:大股东减持让位 公司债或暂停上市42岁汇添富总经理林利军离职,信批违规,*ST博元
205561,*ST宇顺(002289):因出售重大资产遭交易所询函卧龙电气(600580)对董事违规套现处理怪相：获账面收入290万 公司仅对其轻罚15万金鹏源康(430606)因重大资产重组耗时较长拟终止,重组失败,金鹏源康
205759,民生银行(600016)7760万理财变借贷疑云:永福公司老板失联点触科技(870702)副总经理陈英聪辞职,不能履职,民生银行
209185,宇昂科技因信息披露违规等被出具监管意见函广电运通(002152):天价买地引争议 机构减持9个百分点岳阳兴长(000819)股东抛284万股 套现1.26亿,信批违规,宇昂科技
202250,*ST云维(600725)2016年盈利15.45亿元 申请撤销退市风险警示双鹭药业(002038)董事长违规短线交易*ST锌业(000751)亏损34.8亿或被暂停上市,交易违规,双鹭药业
205303,来宝集团CEO意外辞职 公司将出售美国业务京西物联违规交易股票 被北京证监局罚160万元万泽股份(000534)大股东抛700万股套现8015万,交易违规,京西物联
209662,山河智能(002097)股东抛1580万股 套现1.15亿元乳品行业艰难:志仁牧场负责人自杀 圣牧预亏10亿两机构卖出中航地产(000043),不能履职,志仁牧场
105304,通报显示，已经已对钱爸爸关联公司联公司实际控制人袁某等八人分别以涉嫌集资诈骗罪和涉嫌非法吸收公众存款罪移送深圳市人民检察院审查起诉；汇通易贷公司股东黄某(男)、财务张某于11月22日被刑事拘留，股东黄某(女）于11月27日被刑事拘留,涉嫌非法集资,钱爸爸
212232,东北特钢重整范围扩大:“一五”重点工程或破产清算持股国腾电子(300101)母公司51%但未在上市公司任职川中女富豪何燕被抓,不能履职,国腾电子
203552,金谷源(000408)虚假陈述民事赔偿案征集双发股份财务总监谢春玲辞职,信批违规,金谷源
103254, 仟金所是毫无掩饰的自融，为上市公司中弘股份圈钱,涉嫌非法集资,仟金所
206760,苹果手机在华销售放缓 深圳山寨店减少1/3改卖国货易世达(300125)募投項目拖拉 业绩不济或因合作方污染所累,业绩下滑,苹果
206770,宏图高科(600122)信披问题多 欠款亿元客户无名万科A(000002)重组事项终止 王石:争论还没有最后结束,信批违规,宏图高科
102370, 2、11月15日从裁判文书网了解到广东省深圳市南山区人民法院日前审结“华银金融”非法吸收公众存款案,涉嫌非法集资,华银金融
203217,千金药业(600479)净利下滑15% 中药产品销售未达预期高能环境(603588)股东绵阳基金减持1025万股,业绩下滑,千金药业
201700,汤臣倍健(300146)增长硬刹车 高管股灾前频频减持深交所下发重组问询函 要求世纪华通就298亿收购案做出详细补充披露,信批违规,世纪华通
205360,畅游净利四度下滑 CEO王滔离职聚隆科技:实控人及一致行动人拟减持不超过1200万股,业绩下滑,畅游
104123, 卢家帮用此种手法染指了20多家网贷平台，目前警方明确定性的有人人爱家、投之家、天天财富、壹佰金融、中科金服、聚胜财富、翡翠岛理财、火钱理财、坚果理财、邦邦理财等十多家，均因涉嫌非法吸收公众存款或集资诈骗立案，涉案金额超过600亿元,涉嫌非法集资,坚果理财
204492,[短标]伦敦和南欧的交易员表示希腊总统选举国会投票举行前市场以卖出指令为主欧元/美元势将创下九年来最低年度收盘位*ST中华A(000017):重整土地拍卖并无违规,交易违规,国会
205419,宋一欣律师宋都股份(600077)虚假陈述民事赔偿预征集凯撒股份(002425)限售股解禁一月内遭套现近2亿,信批违规,宋都股份
212824,19日龙虎榜:机构博弈手游股 买入云图控股(002539)卖出盛天网络(300494)兴源环境:控股股东拟向新希望投资转让23.6%股份 实控人或变更,实控人股东变更,兴源环境
200827,[短讯]据彭博:伊拉克要求瑞士将其被冻结的资产转移到其国家基金账户中陕西煤业(601225)拟向控股股东出售亏损资产,资产负面,陕西煤业
104711, 上海一中院对快鹿集团、东虹桥小贷公司、东虹桥担保公司分别以集资诈骗罪判处罚金人民币十五亿元、二亿元、二亿元；对黄家骝、韦炎平以集资诈骗罪判处无期徒刑，并处罚金；对徐琪以集资诈骗罪、非法吸收公众存款罪两罪并罚判处有期徒刑十三年，并处罚金；对周萌萌等其余12名被告人以集资诈骗罪分别判处有期徒刑十五年至九年不等的刑罚，并处罚金,涉嫌非法集资,快鹿集团
200717,行长夫人安月芬成“股神”东华能源(002221)涉嫌内幕交易星湖科技(600866)高壁垒的食品添加剂龙头,交易违规,东华能源
202036,熊猫烟花(600599)收缴董事长短线交易所得东方通(300379)核心技术存重大纠纷隐患 知识产权存争议,交易违规,熊猫烟花
200885,巴菲特再度增持苹果和两大航空股 同时清仓了这家公司杭州中都百货关门董事长失联 传资金链断裂欠2亿达唯科技(836020)董事兼副总经理吴涛辞职,不能履职,杭州中都百货
208674,华谊嘉信(300071)重大重组延期复牌 各项工作已接近尾声阿里巴巴联手五部门向假货宣战,重组失败,华谊嘉信
207693,新封生态实际控制人吕小梅减持70万股易同科技(430258)买股一年后披露涉嫌虚假陈述,信批违规,易同科技
210107,金瑞科技(600390)大股东减持超7亿 特斯拉电池被指大跃进华西集团累计减持迪马股份(600565)4.55% 持股比降至5%以下宝光股份(600379)股权争夺现谜局,实控人股东变更,宝光股份
212757,华塑控股变更重组标的 拟收购两家公司股权华胜天成(600410)再度裁员 年薪最高副总离职两副总减持股份,实控人股东变更,华塑控股
212742,美参议院将审查汇丰防洗钱机制中百股权战:争夺第三方力量,实控人股东变更,中百
200614,兰生股份(600826) 三度减持海通证券(600837)*ST国药(600421)股东减持345万股证监会通报两起内幕交易案处理ST鲁北(600727)信披违规,信批违规,ST鲁北
210688,金科股权争夺上演第二季 融创难获控制权厚泰科技总经理钟永胜辞职*ST创智(000787)决定出售成飞电子股权,实控人股东变更,金科
202032,三木集团(000632)信披违规遭处罚湘电股份(600416)大股东连抛1280万股 套现疑为缺钱,信批违规,三木集团
207872,湘鄂情(002306)陷“被骗门”被指尽职调查存漏洞合晟资产(833732)2016年年度报告延期披露,信批违规,合晟资产
211542,标普下调俄罗斯评级至垃圾级 卢布贬值超4%华绍文化(839964)财务总监陈俪瑙辞职南通锻压(300280)股东减持157万股 占股本1.23%,评级调整,俄罗斯
204650,通达动力(002576)实控人签署股权转让协议 公司实控人变更不达标洗衣粉京城超市暂未下架京东售假推责第三方不合规 律师:应自证清白,实控人股东变更,通达动力
207460,中超电缆(002471)大股东抛1000万股 套现8000万东风汽车(600006)14日停牌 未披露交易异常公告同方股份:股东拟减持不超2%股份,信批违规,东风汽车
205621,皇台酒业(000995)第三次发退市风险警示紫鑫药业(002118)信披违规被罚 九成股民或错失维权机会,信批违规,紫鑫药业
209381,华海财险违规股权后续:郑州中瑞实业入股 神州万向和乐保科技退出大富科技控股股东债务重组及筹划股权转让 控股权或变更,实控人股东变更,大富科技
206626,向日葵(300111)证实董秘杨旺翔失联 称“不清楚是否与徐翔事件有关”万泽冷链(870534)公司职工代表监事陈泽华辞职德意志银行:A股本周的下跌与5月28日的大跌很像当时市场流动性收紧、证监会加强风险监管以及大股东抛售被认为是下跌元凶,不能履职,向日葵
212263,中超电缆(002471)大股东拟减持 称使股价符价值裁员关店  梅西百货应对销售下滑,业绩下滑,梅西百货
104489, 导读：原标题：微商进化史：零售新物种，还是新一代传销？界面新闻8月7日消息，去年年底，老A随着BK社群退原标题：微商进化史：零售新物种，还是新一代传销？界面新闻8月7日消息，去年年底，老A随着BK社群退出云集微店，转投了新成立的社群电商平台“达令家”,涉嫌传销,达令家
205883,金螳螂(002081)控制人被监视居住 复牌一度跌近超8%Facebook上市失利暴露美资本市场监管漏洞,不能履职,金螳螂
200302,东杰智能:董事拟减持不超1.09%股份东方明珠(600832)和百视通(600637)大股东变更为文广集团全聚德(002186)副总经理刘小虹因年龄辞职,实控人股东变更,百视通
210512,向日葵(300111)总经理因内幕交易遭罚莲花味精(600186)总经理刘旸辞职 夏建统资本棋局初现临风股份总经理孙运生辞职,交易违规,向日葵
106203,2018年年1月，美国司法部再次公布了同类案件的最新文件，列举了自2015年以来的96件违法出口案，涉及伊朗的案件有27个，其中就包括2017年裁决的、与中伊都有关联的中兴案,涉嫌违法,中兴
105576,10月26日，一架从泰国曼谷起飞的中国民航包机抵达广州白云机场，17名外逃经济犯罪嫌疑人被集中押解回国，其中包括涉嫌非法吸收公众存款的“佰亿猫”案主要犯罪嫌疑人王某军，涉嫌集资诈骗的“牛牛通宝”案主要犯罪嫌疑人詹某朋等网贷平台非法集资犯罪嫌疑人,涉嫌非法集资,佰亿猫
211512,传诺奇老板已卷款跑路特力A:股东远致富海拟减持不超6%股份,不能履职,诺奇
101811," 公安机关将全力开展侦办工作并做好]零壹财经·昨天[最新案件进展：1、有融网：2019年1月14日,杭州市公安局西湖区分局于对浙江小融网络科技股份有限公司(平台名:有融网)涉嫌非法吸收公众存款案立案侦查",涉嫌非法集资,浙江小融网络科技股份有限公司
208806,今日特力A(000025)公告被减持297万股中银国际调降中兴评级五粮液:免去余铭书监事会主席职务,评级调整,中兴
102566, 2018年6月19日，金融时报以《非法金融广告现原形》为标题报道，“云付通”实际并未获得支付牌照，涉嫌开展虚假宣传、无证经营支付业务、非法收集个人信息以及传销、非法集资等多种违法违规行为,涉嫌欺诈,云付通
105533,分析近期爆雷的平台，比如，投之家涉嫌集资诈骗，银票网实际控制人易德勤投案自首，永利宝董事长余刚、董事兼CEO张玉丰跑路，据P2P业内人士告诉21世纪经济报道记者，三家平台均存在假标现象,涉嫌欺诈,永利宝
211799,湘鄂情(002306)股东大额减持 实际控制人恐变更子公司风波再起:华宸未来董事长离职 万家共赢尚无恙,实控人股东变更,湘鄂情
210605,格力电暖器被检“不合格”内部渠道管理遭质疑大摩调降奈飞股票评级至平持神思电子:控股股东拟减持不超2.97%股份,评级调整,奈飞
210842,STCN解读:卓翼科技(002369)大股东变更为董事长夏传武鸿特精密(300176)股东大宗减持公司136.4万股,实控人股东变更,卓翼科技
206610,高盛调降特斯拉汽车评级 目标价调升35%华丽家族(600503)董秘娄欣辞职,评级调整,特斯拉
212616,中京电子(002579)延期复牌 预计1月15日前披露重组预案盛路通信(002446):股东减持据其个人资金需求定,信批违规,中京电子
208506,京基集团称康达尔(000048)侵犯其表决权 再次向交易所投诉贵研铂业(600459)国有股权无偿划转 控股股东拟变更,实控人股东变更,贵研铂业
209075,奔驰汽车涉嫌尾气造假 拟召回韩国问题车辆乐视网(300104):资产重组仍在推进中 延期复牌,重组失败,乐视网
203007,标普下调塞浦路斯主权信用评级巨力索具(002342)遭控股股东减持3500万股华瑞股份:联创投资拟减持5.5%股份,评级调整,塞浦路斯
206450,中新药业(600329)因提前披露财务数据收到警示函大宗交易折价率连升两周 比亚迪(002594)股东“跌停板”抛售,信批违规,中新药业
203356,华帝股份(002035)实际控制人变更新筑股份(002480)控股股东拟减持,实控人股东变更,华帝股份
